lambda_curl,lambda_smooth,overlap_fraction,reg,window_size,iccoh_mean,cbdir_mean,elapsed_seconds,status,cbdir_Phase_1_to_Phase_2,cbdir_Phase_2_to_Phase_3,cbdir_Phase_3_to_Phase_4,iccoh_Phase_1,iccoh_Phase_2,iccoh_Phase_3,iccoh_Phase_4
0.1,0.1,0.1,0.1,100,0.9506102477348796,0.8689485414612079,8.312401294708252,ok,0.921471957200946,0.7921685666246685,0.8932051005580095,0.9597271213531494,0.9622526289820671,0.9521454622838647,0.928315778320437
0.1,0.1,0.1,0.1,200,0.9470644685924053,0.870669111190114,8.942720174789429,ok,0.9217447340694676,0.7967295413298396,0.8935330581710349,0.9362494065761566,0.961205455005169,0.9588700245320797,0.9319329882562161
0.1,0.5,0.0,0.01,50,0.9146481343131054,0.8722568098874292,9.05040454864502,ok,0.9214041237997793,0.7991346968909158,0.8962316089715922,0.9653230589032173,0.9503744350895286,0.8597695346532419,0.8831255086064339
0.1,0.5,0.0,0.01,100,0.9316778425155208,0.8665058101377632,8.370630979537964,ok,0.9217093741050295,0.7811976092522233,0.8966104470560368,0.9647058009505272,0.9561976289302111,0.9130918024070561,0.8927161377742887
0.1,0.5,0.0,0.01,200,0.9457439937917516,0.8689664613165983,9.080512046813965,ok,0.9217093741050295,0.7884306417650271,0.8967593680797386,0.9610842833518982,0.9586508102864028,0.9465641201250256,0.9166767614036798
0.1,0.5,0.0,0.05,50,0.9504666658265051,0.8687735524697673,7.433426856994629,ok,0.9182668289958178,0.7937551119081094,0.8942987165053746,0.9633657857179642,0.9638173870146275,0.9445857198527082,0.9300977707207203
0.1,0.5,0.0,0.05,100,0.9538471225854009,0.8680669863529094,6.907222032546997,ok,0.921471957200946,0.789754249849449,0.8929747520083332,0.9613613134026527,0.963222034484148,0.9547774285003543,0.9360277139544487
0.1,0.5,0.0,0.05,200,0.9487843942530453,0.8695738990776346,6.134660959243774,ok,0.9186188481576866,0.7965369527968099,0.8935658962784073,0.9378438615500927,0.9623704527765512,0.9614011853039265,0.9335220773816109
0.1,0.5,0.0,0.1,50,0.9492945639165118,0.8699214244340402,6.316340446472168,ok,0.921471957200946,0.7944402713611528,0.8938520447400217,0.9627159219384194,0.9632925100922585,0.9433421191461384,0.9278277044892311
0.1,0.5,0.0,0.1,100,0.9531161481933669,0.8683172230247324,5.827690362930298,ok,0.921471957200946,0.7902222511206708,0.8932574607525804,0.96075014346838,0.962621023774147,0.953790700096637,0.9353027254343033
0.1,0.5,0.0,0.1,200,0.9479006434306503,0.8698229880596705,9.568519592285156,ok,0.9186188481576866,0.796926724673884,0.8939233913474407,0.9362685001343489,0.9619620274454356,0.9607451676428318,0.9326268784999847
0.1,0.5,0.05,0.01,50,0.9202215876844712,0.869922173520556,9.61122751235962,ok,0.9217093741050295,0.7934540853600165,0.894603061096622,0.9672326645255089,0.9501603810377419,0.8562414679508656,0.9072518372237682
0.1,0.5,0.05,0.01,100,0.9338040978574427,0.8675029558217595,12.186007738113403,ok,0.9182668289958178,0.7868333127616145,0.8974087257078462,0.9647098810076714,0.9602769337445497,0.9278169113197364,0.8824126653578133
0.1,0.5,0.05,0.01,200,0.9423571577230467,0.8689023314343897,11.780515909194946,ok,0.9219607567093535,0.7910807477518873,0.8936654898419283,0.960506560921669,0.9592460981160402,0.9484835167527199,0.9011924551017583
0.1,0.5,0.05,0.05,50,0.9499191572694108,0.8687719115927336,14.295524835586548,ok,0.9185720793010682,0.7931126009083278,0.8946310545688051,0.963264356136322,0.9629504615664483,0.9451408049277962,0.9283210064470768
0.1,0.5,0.05,0.05,100,0.9540089755365626,0.8676499059629377,10.93616771697998,ok,0.9182668289958178,0.7916818383968248,0.8930010504961701,0.9620347185134888,0.9634780117571354,0.9549874211885035,0.9355357506871224
0.1,0.5,0.05,0.05,200,0.9472856729645281,0.8692213020634956,11.70079493522644,ok,0.91856498045676,0.7959269350666165,0.8931719906671103,0.9341417163535952,0.9612652861922979,0.961340107947588,0.9323955813646316
0.1,0.5,0.05,0.1,50,0.9480518970536068,0.8692316293722014,13.339214563369751,ok,0.9217772075061964,0.7912464048249108,0.8946712757854969,0.9627388573884964,0.9625320440530777,0.9432438206113875,0.9236928661614656
0.1,0.5,0.05,0.1,100,0.9531679860167205,0.8681340547897385,12.808713436126709,ok,0.921471957200946,0.7900669869521402,0.8928632202161291,0.9613211795091628,0.9627186369001866,0.953969339504838,0.9346627881526947
0.1,0.5,0.05,0.1,200,0.9462465695831924,0.868605893633513,9.134615421295166,ok,0.9191430076305318,0.7929443764401951,0.8937302968298121,0.93254528106004,0.9605051717460156,0.9605185654163361,0.9314172601103783
0.1,0.5,0.1,0.01,50,0.9131196469756797,0.8711443734286103,9.46219277381897,ok,0.9217093741050295,0.7955605104516424,0.896163235729159,0.9625142323374748,0.9556849431395531,0.8403786543781026,0.8939007580475882
0.1,0.5,0.1,0.01,100,0.9279572804522467,0.8685245130431752,9.293283462524414,ok,0.9217093741050295,0.7868906028227356,0.8969735622017605,0.9623667127490043,0.9601422086954117,0.9240657817074097,0.8652544186571614
0.1,0.5,0.1,0.01,200,0.9419966339640087,0.8705698217806596,10.771469116210938,ok,0.9219607567093535,0.7913972598379755,0.8983514487946496,0.9588764081597329,0.9590753391683101,0.9428378207683563,0.9071969677596353
0.1,0.5,0.1,0.05,50,0.9487590987081639,0.8686103335999739,13.538049697875977,ok,0.9185720793010682,0.792889304838545,0.8943696166603085,0.964006036221981,0.9631217613518238,0.9421133517827839,0.9257952454760671
0.1,0.5,0.1,0.05,100,0.95198047272861,0.8676846875979546,14.92844843864441,ok,0.9182668289958178,0.7915297730454657,0.8932574607525804,0.9606625825762749,0.9628962916433811,0.9530632985532284,0.9312997181415558
0.1,0.5,0.1,0.05,200,0.948006482180208,0.8705756832450352,14.517545938491821,ok,0.921471957200946,0.7965247957043476,0.8937302968298121,0.9375372106432914,0.9617018739283085,0.9597786541134119,0.93300819003582
0.1,0.5,0.1,0.1,50,0.9467235000226647,0.8699386673861863,6.483751535415649,ok,0.9217772075061964,0.7935810500806858,0.8944577445716769,0.9634131468534469,0.9624326357245445,0.939954125225544,0.9210940922871232
0.1,0.5,0.1,0.1,100,0.9507755644894206,0.8688684980478313,9.03061580657959,ok,0.921471957200946,0.7922703167264187,0.8928632202161291,0.9598253925442696,0.9622986160218716,0.9522507041320205,0.9287275452595204
0.1,0.5,0.1,0.1,200,0.9471386454105377,0.870669111190114,8.639886140823364,ok,0.9217447340694676,0.7967295413298396,0.8935330581710349,0.9363413783162833,0.9612281880676746,0.9589593016952276,0.9320257135629654
0.1,1.0,0.0,0.01,50,0.9154692340171751,0.8723759684773498,15.306192874908447,ok,0.9214041237997793,0.799492172660678,0.8962316089715922,0.9653919298648834,0.9505386794432997,0.8608248100000783,0.8851215167604387
0.1,1.0,0.0,0.01,100,0.9323514132422861,0.8665058101377632,13.023950338363647,ok,0.9217093741050295,0.7811976092522233,0.8966104470560368,0.9647982686758041,0.9563107390999794,0.9141075824378059,0.8941890627555549
0.1,1.0,0.0,0.01,200,0.9461932251416147,0.868902157804019,13.509747743606567,ok,0.9217093741050295,0.7882377312272889,0.8967593680797386,0.9611899587512016,0.9587410730719567,0.9469918110817671,0.9178500576615334
0.1,1.0,0.0,0.05,50,0.9506444531125016,0.8691261448691282,10.803813695907593,ok,0.9182668289958178,0.794812889106192,0.8942987165053746,0.9634854022860527,0.9638771523833275,0.94479630263336,0.9304189551472664
0.1,1.0,0.0,0.05,100,0.9539562945729122,0.8670662349675426,8.534679889678955,ok,0.9182668289958178,0.7899571238984768,0.8929747520083332,0.9614610471129418,0.9632986245155335,0.9549638901017606,0.9361016165614128
0.1,1.0,0.0,0.05,200,0.9488941260315478,0.8696221186380493,9.6158127784729,ok,0.9186188481576866,0.7966816114780539,0.8935658962784073,0.9381024835705757,0.9623971222490072,0.9614763620495796,0.9336005362570285
0.1,1.0,0.0,0.1,50,0.9495120239881798,0.8699512049516255,5.791348218917847,ok,0.921471957200946,0.7945296129139089,0.8938520447400217,0.9628454511165618,0.9633580270111561,0.9435790587775409,0.9282655590474606
0.1,1.0,0.0,0.1,100,0.9532329224087298,0.8686929538882682,9.172616243362427,ok,0.921471957200946,0.791349443711278,0.8932574607525804,0.9608373057246208,0.9627197335660458,0.9539829737693072,0.9353916765749455
0.1,1.0,0.0,0.1,200,0.9480231366232037,0.8697212379579203,8.303758144378662,ok,0.9186188481576866,0.7966214743686337,0.8939233913474407,0.9365519418269396,0.9619885532706975,0.960825766056776,0.9327262853384017
0.1,1.0,0.05,0.01,50,0.9207455688022674,0.8699280972714191,9.905909299850464,ok,0.9217093741050295,0.7934291215698704,0.8946457961393571,0.9672743032574653,0.9502773701287806,0.8569180153297784,0.9085125864930451
0.1,1.0,0.05,0.01,100,0.9344962651386157,0.8676623643145014,5.378963470458984,ok,0.9182668289958178,0.7871283880566898,0.8975918758909965,0.9647912092208862,0.9603549064546824,0.9285147703182883,0.8843241745606065
0.1,1.0,0.05,0.01,200,0.9428433646392078,0.8689328564649147,5.453332185745239,ok,0.9219607567093535,0.7911723228434624,0.8936654898419283,0.9605712649226189,0.9593462510555982,0.9488491716086864,0.9026067709699274
0.1,1.0,0.05,0.05,50,0.9501386479623616,0.8688561048141819,9.440567970275879,ok,0.9185720793010682,0.7932143510100779,0.8947818841313994,0.9633962624073028,0.9630264548957348,0.9453650468736887,0.92876682767272
0.1,1.0,0.05,0.05,100,0.9541220999602228,0.8677318346162949,8.7283296585083,ok,0.9182668289958178,0.7919276243568966,0.8930010504961701,0.9621112298369408,0.9635493806302547,0.9551960375979542,0.9356317517757415
0.1,1.0,0.05,0.05,200,0.9473795514721424,0.8693387456694565,6.237024307250977,ok,0.91856498045676,0.7962792658844992,0.8931719906671103,0.9342771470025182,0.96130360943079,0.9614150674641132,0.932522381991148
0.1,1.0,0.05,0.1,50,0.9484972764058038,0.8690817574576236,6.126022577285767,ok,0.9217772075061964,0.7911386694230577,0.8943293954436166,0.962877449452877,0.9626138978898525,0.9435041192024947,0.9249936390779913
0.1,1.0,0.05,0.1,100,0.9532805585209281,0.8682857549414386,5.29924750328064,ok,0.921471957200946,0.7905220874072406,0.8928632202161291,0.9614054880738259,0.9627814026474952,0.9541485554948449,0.9347867878675461
0.1,1.0,0.05,0.1,200,0.9463185999542474,0.8685401474139206,5.437208652496338,ok,0.9191430076305318,0.7929443764401951,0.8935330581710349,0.9325843369960785,0.9605280423015357,0.960589706286788,0.9315723142325878
0.1,1.0,0.1,0.01,50,0.9136270628302191,0.8712368544133345,5.831697463989258,ok,0.9217093741050295,0.7958792059357555,0.8961219831992188,0.9625547494292259,0.9557601170837879,0.8408755747101532,0.8953178100977093
0.1,1.0,0.1,0.01,100,0.9285723315560026,0.8688056065934996,5.4976160526275635,ok,0.9217093741050295,0.7877338834737088,0.8969735622017605,0.9624736845493317,0.9602315526902676,0.9248411116437055,0.8667429773407057
0.1,1.0,0.1,0.01,200,0.9426125435007271,0.8704649061201882,5.415114402770996,ok,0.9219607567093535,0.791210717984767,0.8982232436664443,0.9589704663157463,0.959155261695385,0.9433871097415686,0.9089373362502083
0.1,1.0,0.1,0.05,50,0.9490521556991153,0.8690437662700948,7.155708074569702,ok,0.9185720793010682,0.7941896028489078,0.8943696166603085,0.964122130393982,0.9631988636255264,0.9423624960836023,0.9265251326933504
0.1,1.0,0.1,0.05,100,0.9521637835595756,0.8677224073153083,6.491572141647339,ok,0.9182668289958178,0.7916429321975265,0.8932574607525804,0.960783361017704,0.9630711705088616,0.9531603059247136,0.9316402967870235
0.1,1.0,0.1,0.05,200,0.9480671759918332,0.8694851071544591,6.231159687042236,ok,0.9182668289958178,0.7964581956377477,0.8937302968298121,0.9374965916574002,0.9617681015729904,0.9599071439504624,0.93309686678648
0.1,1.0,0.1,0.1,50,0.9470552239324898,0.8699822745726506,5.779064416885376,ok,0.9217772075061964,0.7937118716400787,0.8944577445716769,0.9635344638228417,0.9625162134170532,0.9402302243039012,0.9219399941861629
0.1,1.0,0.1,0.1,100,0.9509733487543417,0.8679262770761235,5.582546949386597,ok,0.9182668289958178,0.7926487820164233,0.8928632202161291,0.9599419304132462,0.9623612087965011,0.9523871500790119,0.9292031057286076
0.1,1.0,0.1,0.1,200,0.9472259873561562,0.8706672327266971,5.501049518585205,ok,0.9217447340694676,0.7967239059395889,0.8935330581710349,0.9364428287148475,0.9612549505233765,0.9590692852884531,0.9321368848979473
0.5,0.1,0.0,0.01,50,0.9104314808020717,0.8722429081617925,5.799159049987793,ok,0.9219607567093535,0.7997612924426869,0.895006675333337,0.9649220559000969,0.9439098845084664,0.8541825862177648,0.878711396581959
0.5,0.1,0.0,0.01,100,0.9304082761630416,0.8676497979745333,5.377841949462891,ok,0.9217701086618882,0.7857778660872026,0.8954014191745092,0.964599849998951,0.9531919083744288,0.9103372566439212,0.8935040896348655
0.5,0.1,0.0,0.01,200,0.9428793136356398,0.8692805196666301,5.309934854507446,ok,0.91856498045676,0.7925582408615653,0.8967183376815653,0.9601875541806221,0.9564047631025314,0.943396264579147,0.9115286726802587
0.5,0.1,0.0,0.05,50,0.9492693147026001,0.8700465991180271,7.023838996887207,ok,0.9188702307620102,0.7976809092582939,0.893588657333777,0.9634805201888085,0.9629793851971626,0.9437172789722681,0.9269000744521618
0.5,0.1,0.0,0.05,100,0.9542065659165382,0.8696513487092562,6.515861511230469,ok,0.9188702307620102,0.7966554144422375,0.8934284009235206,0.9612228862643242,0.9629692736864089,0.957888846874237,0.9347452568411827
0.5,0.1,0.0,0.05,200,0.947762673188001,0.8701255265579695,5.9308671951293945,ok,0.9185679731068114,0.7981081806600129,0.893700425907084,0.9377683332264424,0.9608073420524598,0.9604352699071169,0.9320397475659847
0.5,0.1,0.0,0.1,50,0.9476081953886897,0.8700275166868368,5.785178184509277,ok,0.9188702307620102,0.797398412101464,0.8938139071970359,0.9627587181329728,0.9621933185756206,0.9415342753902077,0.9239464694559574
0.5,0.1,0.0,0.1,100,0.9531673842258752,0.8693576525566332,5.534261703491211,ok,0.9188702307620102,0.7957743259843687,0.8934284009235206,0.9605585508942605,0.9622057956755161,0.9563540782183408,0.9335511121153831
0.5,0.1,0.0,0.1,200,0.9466208112649619,0.8701860008881511,9.53169560432434,ok,0.9185679731068114,0.7980331933941477,0.8939568361634943,0.9363428767025471,0.9600765188932419,0.9593650818914174,0.9306987675726414
0.5,0.1,0.05,0.01,50,0.9143486653485743,0.870888650670686,11.928444385528564,ok,0.9217093741050295,0.7976155596109107,0.8933410182961176,0.966882500231266,0.9440265820883215,0.8464423512680224,0.9000432278066873
0.5,0.1,0.05,0.01,100,0.9316144921646918,0.8686100404455809,13.170209407806396,ok,0.9188702307620102,0.7915733115181885,0.8953865790565436,0.9643628532886506,0.9578360867351293,0.9232615662375465,0.8809974623974413
0.5,0.1,0.05,0.01,200,0.9421750518111511,0.8687093905379264,13.160959482192993,ok,0.91856498045676,0.7937755824478199,0.8937876087091989,0.9598857184648514,0.9571755008846521,0.9439953173846006,0.9076436705105007
0.5,0.1,0.05,0.05,50,0.9483622241802514,0.8693546791673685,16.762775421142578,ok,0.9188193557111353,0.7955813673754257,0.8936633144155446,0.9632108588814735,0.9619018011838197,0.9428497975617647,0.9254864390939475
0.5,0.1,0.05,0.05,100,0.9542349523343145,0.8697363749243691,13.29830527305603,ok,0.91856498045676,0.7972157433928267,0.8934284009235206,0.9618090777397156,0.9631708068549633,0.9573054952770471,0.9346544294655323
0.5,0.1,0.05,0.05,200,0.9460253859050571,0.8699463958313937,14.405977964401245,ok,0.9188702307620102,0.7975405558086504,0.8934284009235206,0.9318253301382065,0.9597844505161047,0.9604860631227493,0.9320056998431683
0.5,0.1,0.05,0.1,50,0.9463473666068166,0.8684733838611219,12.431937217712402,ok,0.9191754810672605,0.7925813561005611,0.8936633144155446,0.96260029566288,0.9611249918043614,0.9399958518818021,0.9216683270782232
0.5,0.1,0.05,0.1,100,0.9530342158861458,0.870027688494789,12.649098873138428,ok,0.9188702307620102,0.7977844337988359,0.8934284009235206,0.9609958699941635,0.9623002234697342,0.955511038646102,0.9333297314345836
0.5,0.1,0.05,0.1,200,0.9446927407309413,0.8697647542044765,7.279556512832642,ok,0.9188702307620102,0.7968909736803845,0.8935330581710349,0.9297969717532396,0.9589261476695538,0.959319854542613,0.9307279889583587
0.5,0.1,0.1,0.01,50,0.9080850186258032,0.8709524906557561,6.558748722076416,ok,0.9185042458999013,0.7984259677008819,0.8959272583664849,0.9618965718746185,0.9521511247158051,0.8237650626612595,0.8945273152515292
0.5,0.1,0.1,0.01,100,0.9262185866287909,0.868200810928088,5.361398458480835,ok,0.9217093741050295,0.7884189578004646,0.8944741008787698,0.9621837108731269,0.9577736108601094,0.9231027438472956,0.8618142809346319
0.5,0.1,0.1,0.01,200,0.9393691224353389,0.8702788107304323,7.331648111343384,ok,0.9219607567093535,0.7918052366472336,0.8970704388347097,0.9578927585482597,0.9566058457940817,0.9390777872167527,0.903900098182261
0.5,0.1,0.1,0.05,50,0.9471452142968774,0.8698011891045168,12.465035200119019,ok,0.9191754810672605,0.7971038908314024,0.8931241954148872,0.9639276759624481,0.9620201197713614,0.9390146863013505,0.9236183751523495
0.5,0.1,0.1,0.05,100,0.9524160235114395,0.8707353456990643,12.796281576156616,ok,0.9188702307620102,0.8004063031956276,0.8929295031395549,0.9605111911892891,0.9629344476163387,0.9551807091385126,0.9310377461016178
0.5,0.1,0.1,0.05,200,0.946749862011522,0.8707455803097405,7.507211208343506,ok,0.9191430076305318,0.7997438253108048,0.8933499079878848,0.9354919716715813,0.9604577986449003,0.9590169761180878,0.9320327016115189
0.5,0.1,0.1,0.1,50,0.9447262009759434,0.8693957563432723,8.699387550354004,ok,0.9191754810672605,0.7951775333760714,0.8938342545864849,0.9632313945889472,0.960958471685648,0.9353882592786104,0.9193266783505678
0.5,0.1,0.1,0.1,100,0.9509474334809929,0.8706902238818793,7.2520880699157715,ok,0.9188702307620102,0.8002709377440727,0.8929295031395549,0.9597589404582977,0.9621011881828309,0.9533652312085032,0.9285643740743399
0.5,0.1,0.1,0.1,200,0.9455010878928005,0.8704154055810189,8.567456245422363,ok,0.9188702307620102,0.7991769075557557,0.8931990784252906,0.9342911836206913,0.9595055996477604,0.9575809829086065,0.9306265853941441
0.5,0.5,0.0,0.01,50,0.9109799183144787,0.8722987315181742,8.414674282073975,ok,0.9219607567093535,0.7997938097453,0.8951416280998687,0.9649786097407341,0.9440904131894932,0.8548561897356413,0.8799944605920463
0.5,0.5,0.0,0.01,100,0.9309469086175085,0.8677718980966334,9.03720760345459,ok,0.9217701086618882,0.7857778660872026,0.8957677195408095,0.9646669474244117,0.953326293990016,0.9110772455357946,0.894717147519812
0.5,0.5,0.0,0.01,200,0.9432141532273963,0.8693424641180202,7.613060235977173,ok,0.91856498045676,0.7925468355569583,0.8969155763403424,0.9602505257129669,0.9565163813084364,0.9437376460321247,0.9123520598560572
0.5,0.5,0.0,0.05,50,0.9494911503326148,0.8701743279691602,10.314961433410645,ok,0.9191754810672605,0.7977588455064429,0.893588657333777,0.9635401422381401,0.9630460904985666,0.9440970955565572,0.9272812730371952
0.5,0.5,0.0,0.05,100,0.954298834014684,0.8696890869585948,9.533036231994629,ok,0.9188702307620102,0.7967686291902537,0.8934284009235206,0.9612638922333717,0.9630297898352146,0.9580409720391035,0.934860681951046
0.5,0.5,0.0,0.05,200,0.9478214538134635,0.8701255265579695,8.631943941116333,ok,0.9185679731068114,0.7981081806600129,0.893700425907084,0.9378438091576099,0.9608295730650425,0.9604865867048502,0.9321258463263512
0.5,0.5,0.0,0.1,50,0.9478700571097434,0.8699877492166275,8.47739577293396,ok,0.9188702307620102,0.797476348349613,0.8936166685382589,0.9628257984519005,0.9622680142521858,0.9419577955156565,0.9244286202192307
0.5,0.5,0.0,0.1,100,0.953275925770402,0.8693576525566332,8.24326467514038,ok,0.9188702307620102,0.7957743259843687,0.8934284009235206,0.9606048703789711,0.962273501932621,0.9565306210517883,0.9336947097182274
0.5,0.5,0.0,0.1,200,0.9466976191848517,0.8701860008881511,8.133039951324463,ok,0.9185679731068114,0.7980331933941477,0.8939568361634943,0.93643045347929,0.9601067161560058,0.9594371459186077,0.930816161185503
0.5,0.5,0.05,0.01,50,0.914751359713162,0.8709140935929055,8.500876665115356,ok,0.9217093741050295,0.7976918883775698,0.8933410182961176,0.9669116213917732,0.9442591816969216,0.8469359216685989,0.900898714095354
0.5,0.5,0.05,0.01,100,0.9321247624094722,0.868701080096657,8.185742378234863,ok,0.9188702307620102,0.7918464304714169,0.8953865790565436,0.9644155257940292,0.9579554069787264,0.9237574430573732,0.8823706738077599
0.5,0.5,0.05,0.01,200,0.9425040166676044,0.8688041787906092,8.540488719940186,ok,0.91856498045676,0.7940599472058688,0.8937876087091989,0.9599183101058006,0.9572775464504957,0.9443426302224398,0.9084775798916817
0.5,0.5,0.05,0.05,50,0.9486049470566214,0.8693501202985726,10.824922800064087,ok,0.9188193557111353,0.7957649294278151,0.8934660757567675,0.9632804850935937,0.9619919646531343,0.9432322135716676,0.9259151249080897
0.5,0.5,0.05,0.05,100,0.954331864207983,0.8698711250591192,9.432522535324097,ok,0.9188702307620102,0.7973147434918268,0.8934284009235206,0.9618428196310997,0.9632378948926925,0.9574685558378696,0.9347781864702701
0.5,0.5,0.05,0.05,200,0.9460683663412929,0.8699229150386821,9.037837743759155,ok,0.9188702307620102,0.7974701134305157,0.8934284009235206,0.9318249533176423,0.9598160233050584,0.9605312671512365,0.9321012215912342
0.5,0.5,0.05,0.1,50,0.9466408400312066,0.8683333419990427,8.539519548416138,ok,0.9188193557111353,0.7926220131179623,0.8935586571680303,0.9626761438250542,0.9612278097271919,0.9404129826873541,0.9222464238852263
0.5,0.5,0.05,0.1,100,0.9531495046969504,0.8700454944132967,8.043379068374634,ok,0.9188702307620102,0.797837851554359,0.8934284009235206,0.9610320541262627,0.9623732208311557,0.9557029904946684,0.9334897533357144
